                 res               x                y               z
             8.01862       127.10378        705.54858     -1651.69543
            11.14643       379.16937        518.33606      -640.66962
            10.69337       301.73969        482.19412      -544.02924
            10.69337       330.34692        355.66772      -499.07449
            49.35552       368.37430       -764.58350     -1948.88721
            32.38309       366.26712       -880.12744     -1927.85620
            53.16481       373.09158       -856.36804     -1951.90161
            34.26494       325.20938       -841.90118     -1983.03491
            34.26494       341.36563       -862.35461     -1976.15820
            16.67470        36.86821        493.00262     -1743.68335
            10.02219        63.97751        474.32928     -1679.82861
            17.27505         4.69328        427.71014     -1721.13855
            16.67470         9.22833        457.88696     -1739.44727
            17.27505         1.24340        401.56592     -1749.74377
            17.27505         5.77844        431.74268     -1768.05237
             7.17503       113.79807        404.54419     -1687.73560
            11.97850       144.83569        449.71246     -1749.76282
            11.97850       128.53209        476.57440     -1742.03528
            11.97850       138.26891        464.55359     -1720.35950
            10.02219        43.45477        435.33002     -1660.13403
            10.02219        27.07740        411.99274     -1692.45728
            11.77229        76.97172        392.40680     -1660.31348
            11.77229        60.59436        369.06958     -1692.63672
            12.66743        16.29143       1936.90552     -1531.90063
            14.94361        20.59741       1988.85498     -1587.02759
            14.94361        30.50364       1974.17090     -1551.64331
            14.94361        12.64334       1991.63159     -1548.36450
            14.94361        16.73484       1918.50269     -1574.30615
            83.79253       131.01819        580.29132     -1961.07996
            86.70786       148.21756        568.45294     -1967.59290
             3.08308        29.16995       1436.85803     -1221.04285
             3.08308        26.57608       1361.05444     -1214.24243
            16.51079        28.96706       1648.18799       111.96072
            21.41745        65.55702       1527.52563        13.36162
            10.85921        22.95595       1658.80737       -76.46447
             3.08308        15.19744       1468.66101     -1279.98608
            31.45169       236.41660       -913.11475     -1855.61487
            28.87217       218.13818       -953.35559     -1841.20898
            29.94876       186.21452       -948.23743     -1846.90698
            29.94876       214.94698       -918.12415     -1826.35132
            29.94876       183.02332       -913.00610     -1832.04932
            26.86147       277.07721       -887.46893     -1994.68408
            26.53700       239.23859       -914.68719     -1963.16235
            26.86147       282.27612       -917.37067     -1985.57983
            26.53700       246.07051       -898.04620     -1979.87341
            26.86147       264.43652       -901.77411     -1992.64600
            32.38309       309.01587       -912.89014     -1981.80981
            32.38309       322.95465       -921.08307     -1956.29468
            26.86147       306.38226       -933.61310     -1942.69409
            23.36328       259.49872       -942.33411     -1953.75952
            23.36328       249.33134       -934.28455     -1971.13013
            23.36328       284.17023       -941.28961     -1963.40430
            26.86147       274.00287       -933.24011     -1980.77490
            13.23375        36.27700       1431.68799     -1545.40979
